Commit A,Commit B,Benchmark,Del Func >= X,New Func >= X,Reached Del Func >= X,Top Chg by Call >= X%,Top > X% by Call Chg by >= 10%,Top Chg by Instr >= X%,Top Chg Len >= X%,Top Reached Chg Len >= X%,Hit/Dismiss
64093fc0,7013220d,p4211-line-log.sh-perf-report,342,426,4,5.94,0.68,False,1.0,1.0,1
64093fc0,7013220d,p5302-pack-index.sh-perf-report,342,426,9,0.27,0.07,False,1.0,1.0,0
64093fc0,7013220d,p5310-pack-bitmaps.sh-perf-report,342,426,11,4.83,0.71,False,1.0,1.0,0
64093fc0,7013220d,p7300-clean.sh-perf-report,342,426,3,12.49,0.07,False,1.0,1.0,1
2721ce21,05219a12,p0000-perf-lib-sanity.sh-perf-report,6,27,1,0.08,0.08,False,1.0,0.25,0
44f243d3,346ef530,p7000-filter-branch.sh-perf-report,63,113,4,0.05,0.01,False,1.0,1.0,0
346ef530,b5f62ebe,p0000-perf-lib-sanity.sh-perf-report,110,55,1,0.05,0.02,False,1.0,0.36585365853658536,0
346ef530,b5f62ebe,p0001-rev-list.sh-perf-report,110,55,4,3.21,3.21,False,1.0,0.6666666666666666,0
346ef530,b5f62ebe,p4000-diff-algorithms.sh-perf-report,110,55,1,0.13,0.13,False,1.0,1.0,0
346ef530,b5f62ebe,p4001-diff-no-index.sh-perf-report,110,55,2,0.03,0.01,False,1.0,0.36585365853658536,0
346ef530,b5f62ebe,p4211-line-log.sh-perf-report,110,55,2,1.07,0.88,False,1.0,1.0,0
346ef530,b5f62ebe,p5302-pack-index.sh-perf-report,110,55,7,0.24,0.07,False,1.0,0.4375,0
346ef530,b5f62ebe,p5310-pack-bitmaps.sh-perf-report,110,55,11,1.31,1.31,False,1.0,1.0,0
346ef530,b5f62ebe,p7000-filter-branch.sh-perf-report,110,55,9,0.47,0.47,False,1.0,1.0,1
346ef530,b5f62ebe,p7300-clean.sh-perf-report,110,55,4,10.58,2.29,False,1.0,0.36585365853658536,0
cccf74e2,9e70233a,p0000-perf-lib-sanity.sh-perf-report,894,448,1,0.07,0.07,False,1.0,1.0,0
cccf74e2,9e70233a,p0001-rev-list.sh-perf-report,894,448,11,12.32,2.87,False,1.0,1.0,0
cccf74e2,9e70233a,p4000-diff-algorithms.sh-perf-report,894,448,10,0.25,0.11,False,1.0,1.0,1
cccf74e2,9e70233a,p4001-diff-no-index.sh-perf-report,894,448,2,0.03,0.03,False,1.0,1.0,0
cccf74e2,9e70233a,p4211-line-log.sh-perf-report,894,448,7,0.55,0.09,False,1.0,1.0,0
cccf74e2,9e70233a,p5302-pack-index.sh-perf-report,894,448,14,0.26,0.06,False,1.0,1.0,0
cccf74e2,9e70233a,p5310-pack-bitmaps.sh-perf-report,894,448,18,4.81,1.09,False,1.0,1.0,0
cccf74e2,9e70233a,p7000-filter-branch.sh-perf-report,894,448,35,5.41,2.58,False,1.0,1.0,0
cccf74e2,9e70233a,p7300-clean.sh-perf-report,894,448,7,0.58,0.5,False,1.0,1.0,0
cccf74e2,9e70233a,p7810-grep.sh-perf-report,894,448,2,0.01,0.01,False,1.0,1.0,0
ed008d7b,b7410f61,p0000-perf-lib-sanity.sh-perf-report,457,914,6,0.16,0.16,False,1.0,1.0,0
ed008d7b,b7410f61,p0001-rev-list.sh-perf-report,457,914,6,12.53,0.3,False,1.0,1.0,0
ed008d7b,b7410f61,p4000-diff-algorithms.sh-perf-report,457,914,6,0.21,0.21,False,1.0,1.0,0
ed008d7b,b7410f61,p4001-diff-no-index.sh-perf-report,457,914,2,0.06,0.06,False,1.0,1.0,0
ed008d7b,b7410f61,p4211-line-log.sh-perf-report,457,914,4,0.69,0.69,False,1.0,1.0,1
ed008d7b,b7410f61,p5302-pack-index.sh-perf-report,457,914,11,0.4,0.4,False,1.0,1.0,0
ed008d7b,b7410f61,p5310-pack-bitmaps.sh-perf-report,457,914,19,4.5,0.7,False,1.0,1.0,0
ed008d7b,b7410f61,p7810-grep.sh-perf-report,457,914,4,0.04,0.02,False,1.0,1.0,1
e1d09701,3cddb008,p0000-perf-lib-sanity.sh-perf-report,915,457,2,0.13,0.03,False,1.0,1.0,0
e1d09701,3cddb008,p0001-rev-list.sh-perf-report,915,457,6,13.14,0.23,False,1.0,1.0,0
e1d09701,3cddb008,p4000-diff-algorithms.sh-perf-report,915,457,9,0.22,0.13,False,1.0,1.0,1
e1d09701,3cddb008,p4211-line-log.sh-perf-report,915,457,3,0.76,0.76,False,1.0,1.0,0
e1d09701,3cddb008,p5302-pack-index.sh-perf-report,915,457,7,0.27,0.08,False,1.0,1.0,1
e1d09701,3cddb008,p5310-pack-bitmaps.sh-perf-report,915,457,11,5.11,0.67,False,1.0,1.0,0
e1d09701,3cddb008,p7000-filter-branch.sh-perf-report,915,457,19,0.55,0.17,False,1.0,1.0,0
e1d09701,3cddb008,p7300-clean.sh-perf-report,915,457,8,12.09,0.57,False,1.0,1.0,0
31da121f,6a7bcb54,p0000-perf-lib-sanity.sh-perf-report,521,959,4,0.19,0.19,False,1.0,1.0,0
31da121f,6a7bcb54,p0001-rev-list.sh-perf-report,521,959,5,12.17,0.29,False,1.0,1.0,0
31da121f,6a7bcb54,p4000-diff-algorithms.sh-perf-report,521,959,3,1.8,0.64,False,1.0,1.0,0
31da121f,6a7bcb54,p4001-diff-no-index.sh-perf-report,521,959,1,0.08,0.02,False,1.0,0.36585365853658536,0
31da121f,6a7bcb54,p4211-line-log.sh-perf-report,521,959,3,5.84,0.69,False,1.0,1.0,1
31da121f,6a7bcb54,p5302-pack-index.sh-perf-report,521,959,10,0.4,0.4,False,1.0,1.0,0
31da121f,6a7bcb54,p5310-pack-bitmaps.sh-perf-report,521,959,14,4.48,0.7,False,1.0,1.0,1
31da121f,6a7bcb54,p7810-grep.sh-perf-report,521,959,3,0.03,0.02,False,1.0,1.0,1
e26a8c47,19a7f24b,p0000-perf-lib-sanity.sh-perf-report,1122,605,6,0.06,0.05,False,1.0,1.0,0
e26a8c47,19a7f24b,p0001-rev-list.sh-perf-report,1122,605,13,12.54,3.23,False,1.0,1.0,0
e26a8c47,19a7f24b,p3404-rebase-interactive.sh-perf-report,1122,605,30,1.95,0.84,False,1.0,1.0,0
e26a8c47,19a7f24b,p4000-diff-algorithms.sh-perf-report,1122,605,18,1.96,0.64,False,1.0,1.0,0
e26a8c47,19a7f24b,p4001-diff-no-index.sh-perf-report,1122,605,5,0.06,0.06,False,1.0,1.0,0
e26a8c47,19a7f24b,p4211-line-log.sh-perf-report,1122,605,9,8.46,0.92,False,1.0,1.0,0
e26a8c47,19a7f24b,p5302-pack-index.sh-perf-report,1122,605,26,0.26,0.07,False,1.0,1.0,1
e26a8c47,19a7f24b,p5310-pack-bitmaps.sh-perf-report,1122,605,33,5.01,1.34,False,1.0,1.0,0
e26a8c47,19a7f24b,p7000-filter-branch.sh-perf-report,1122,605,47,4.66,2.2,False,1.0,1.0,0
e26a8c47,19a7f24b,p7300-clean.sh-perf-report,1122,605,12,9.52,2.14,False,1.0,1.0,0
e26a8c47,19a7f24b,p7810-grep.sh-perf-report,1122,605,4,0.03,0.03,False,1.0,1.0,0
19a7f24b,46e3d17f,p0000-perf-lib-sanity.sh-perf-report,605,1120,2,0.08,0.04,False,1.0,1.0,0
19a7f24b,46e3d17f,p0001-rev-list.sh-perf-report,605,1120,10,12.78,3.29,False,1.0,1.0,0
19a7f24b,46e3d17f,p4000-diff-algorithms.sh-perf-report,605,1120,5,1.89,0.65,False,1.0,1.0,0
19a7f24b,46e3d17f,p4001-diff-no-index.sh-perf-report,605,1120,2,0.1,0.08,False,1.0,0.34615384615384615,0
19a7f24b,46e3d17f,p4211-line-log.sh-perf-report,605,1120,3,7.69,0.44,False,1.0,1.0,1
19a7f24b,46e3d17f,p5302-pack-index.sh-perf-report,605,1120,13,0.38,0.38,False,1.0,1.0,0
19a7f24b,46e3d17f,p5310-pack-bitmaps.sh-perf-report,605,1120,17,4.25,1.04,False,1.0,1.0,0
19a7f24b,46e3d17f,p7810-grep.sh-perf-report,605,1120,4,0.05,0.02,False,1.0,1.0,0
066790d7,43ec5509,p0000-perf-lib-sanity.sh-perf-report,960,521,6,0.05,0.03,False,1.0,1.0,0
066790d7,43ec5509,p0001-rev-list.sh-perf-report,960,521,8,12.58,0.29,False,1.0,1.0,0
066790d7,43ec5509,p3404-rebase-interactive.sh-perf-report,960,521,32,1.92,0.89,False,1.0,1.0,0
066790d7,43ec5509,p4000-diff-algorithms.sh-perf-report,960,521,15,1.83,0.63,False,1.0,1.0,0
066790d7,43ec5509,p4001-diff-no-index.sh-perf-report,960,521,2,0.06,0.01,False,1.0,0.37142857142857144,0
066790d7,43ec5509,p4211-line-log.sh-perf-report,960,521,11,7.94,0.94,False,1.0,1.0,0
066790d7,43ec5509,p5302-pack-index.sh-perf-report,960,521,17,0.26,0.07,False,1.0,1.0,0
066790d7,43ec5509,p5310-pack-bitmaps.sh-perf-report,960,521,25,5.01,0.85,False,1.0,1.0,0
066790d7,43ec5509,p7000-filter-branch.sh-perf-report,960,521,45,4.84,2.43,False,1.0,1.0,0
066790d7,43ec5509,p7300-clean.sh-perf-report,960,521,15,9.71,2.66,False,1.0,1.0,0
9b35cadc,76f9d8ba,p0000-perf-lib-sanity.sh-perf-report,521,959,6,0.23,0.23,False,1.0,1.0,0
9b35cadc,76f9d8ba,p0001-rev-list.sh-perf-report,521,959,7,12.53,0.28,False,1.0,1.0,0
9b35cadc,76f9d8ba,p4000-diff-algorithms.sh-perf-report,521,959,3,1.73,0.63,False,1.0,1.0,0
9b35cadc,76f9d8ba,p4001-diff-no-index.sh-perf-report,521,959,1,0.06,0.03,False,1.0,0.37142857142857144,0
9b35cadc,76f9d8ba,p4211-line-log.sh-perf-report,521,959,4,5.42,0.66,False,1.0,1.0,1
9b35cadc,76f9d8ba,p5302-pack-index.sh-perf-report,521,959,16,0.4,0.4,False,1.0,1.0,0
9b35cadc,76f9d8ba,p5310-pack-bitmaps.sh-perf-report,521,959,16,4.48,0.7,False,1.0,1.0,0
9b35cadc,76f9d8ba,p7810-grep.sh-perf-report,521,959,7,0.03,0.01,False,1.0,1.0,0
efee9553,01247e02,p0000-perf-lib-sanity.sh-perf-report,769,449,4,0.05,0.04,False,1.0,1.0,0
efee9553,01247e02,p0001-rev-list.sh-perf-report,769,449,7,12.65,0.27,False,1.0,1.0,0
efee9553,01247e02,p3404-rebase-interactive.sh-perf-report,769,449,24,0.96,0.96,False,1.0,1.0,0
efee9553,01247e02,p4000-diff-algorithms.sh-perf-report,769,449,12,1.85,0.64,False,1.0,1.0,0
efee9553,01247e02,p4001-diff-no-index.sh-perf-report,769,449,1,0.04,0.02,False,1.0,0.36585365853658536,0
efee9553,01247e02,p4211-line-log.sh-perf-report,769,449,9,7.86,0.92,False,1.0,1.0,0
efee9553,01247e02,p5302-pack-index.sh-perf-report,769,449,11,0.27,0.08,False,1.0,1.0,0
efee9553,01247e02,p5310-pack-bitmaps.sh-perf-report,769,449,21,5.03,0.86,False,1.0,1.0,0
efee9553,01247e02,p7000-filter-branch.sh-perf-report,769,449,36,2.27,2.27,False,1.0,1.0,0
efee9553,01247e02,p7300-clean.sh-perf-report,769,449,8,9.74,2.53,False,1.0,1.0,0
01247e02,8d6a7e9a,p0000-perf-lib-sanity.sh-perf-report,448,767,2,0.06,0.06,False,1.0,1.0,0
01247e02,8d6a7e9a,p0001-rev-list.sh-perf-report,448,767,4,12.31,0.3,False,1.0,1.0,0
01247e02,8d6a7e9a,p4000-diff-algorithms.sh-perf-report,448,767,7,1.81,0.64,False,1.0,1.0,0
01247e02,8d6a7e9a,p4211-line-log.sh-perf-report,448,767,2,5.92,0.68,False,1.0,1.0,1
01247e02,8d6a7e9a,p5302-pack-index.sh-perf-report,448,767,8,0.26,0.07,False,1.0,1.0,0
01247e02,8d6a7e9a,p5310-pack-bitmaps.sh-perf-report,448,767,14,4.57,0.72,False,1.0,1.0,0
ab7797db,18a74a09,p0000-perf-lib-sanity.sh-perf-report,233,207,1,0.06,0.05,False,1.0,0.36585365853658536,0
ab7797db,18a74a09,p0001-rev-list.sh-perf-report,233,207,4,7.45,3.2,False,1.0,0.6666666666666666,0
ab7797db,18a74a09,p3404-rebase-interactive.sh-perf-report,233,207,7,0.52,0.31,False,1.0,1.0,0
ab7797db,18a74a09,p4000-diff-algorithms.sh-perf-report,233,207,2,1.94,0.62,False,1.0,1.0,0
ab7797db,18a74a09,p4001-diff-no-index.sh-perf-report,233,207,1,0.05,0.02,False,1.0,0.2916666666666667,0
ab7797db,18a74a09,p4211-line-log.sh-perf-report,233,207,2,8.41,0.93,False,1.0,0.3333333333333333,0
ab7797db,18a74a09,p5302-pack-index.sh-perf-report,233,207,10,0.24,0.08,False,1.0,0.4375,0
ab7797db,18a74a09,p5310-pack-bitmaps.sh-perf-report,233,207,12,3.07,1.37,False,1.0,1.0,0
ab7797db,18a74a09,p7000-filter-branch.sh-perf-report,233,207,10,0.41,0.41,False,1.0,1.0,0
ab7797db,18a74a09,p7300-clean.sh-perf-report,233,207,5,9.65,9.65,False,1.0,1.0,0
18a74a09,067622b0,p0000-perf-lib-sanity.sh-perf-report,117,187,1,0.02,0.01,False,1.0,0.2597402597402597,0
18a74a09,067622b0,p0001-rev-list.sh-perf-report,117,187,5,3.13,3.13,False,1.0,1.0,0
18a74a09,067622b0,p4001-diff-no-index.sh-perf-report,117,187,2,0.04,0.01,False,1.0,0.36585365853658536,0
18a74a09,067622b0,p4211-line-log.sh-perf-report,117,187,1,0.69,0.69,False,1.0,0.3333333333333333,1
18a74a09,067622b0,p5302-pack-index.sh-perf-report,117,187,11,0.24,0.07,False,1.0,1.0,0
18a74a09,067622b0,p5310-pack-bitmaps.sh-perf-report,117,187,11,1.19,1.19,False,1.0,1.0,0
18a74a09,067622b0,p7000-filter-branch.sh-perf-report,117,187,6,0.39,0.39,False,1.0,1.0,0
18a74a09,067622b0,p7300-clean.sh-perf-report,117,187,3,12.43,12.43,False,1.0,1.0,1
18a74a09,067622b0,p7810-grep.sh-perf-report,117,187,2,0.02,0.01,False,1.0,0.2597402597402597,0
841caad9,0767172b,p4000-diff-algorithms.sh-perf-report,64,32,1,0.14,0.14,False,1.0,1.0,0
841caad9,0767172b,p7000-filter-branch.sh-perf-report,64,32,4,0.04,0.01,False,1.0,1.0,1
0767172b,fdba2cde,p0000-perf-lib-sanity.sh-perf-report,115,66,1,0.04,0.02,False,1.0,0.36585365853658536,0
0767172b,fdba2cde,p5302-pack-index.sh-perf-report,115,66,5,0.07,0.07,False,1.0,0.6785714285714286,0
0767172b,fdba2cde,p5310-pack-bitmaps.sh-perf-report,115,66,6,0.41,0.35,False,1.0,1.0,0
0767172b,fdba2cde,p7000-filter-branch.sh-perf-report,115,66,5,0.04,0.01,False,1.0,1.0,0
bab74837,e3efa94b,p0000-perf-lib-sanity.sh-perf-report,167,196,1,0.06,0.01,False,1.0,0.25,0
bab74837,e3efa94b,p4001-diff-no-index.sh-perf-report,167,196,1,0.07,0.02,False,1.0,0.34615384615384615,0
bab74837,e3efa94b,p5302-pack-index.sh-perf-report,167,196,6,0.24,0.07,False,1.0,0.8888888888888888,0
bab74837,e3efa94b,p5310-pack-bitmaps.sh-perf-report,167,196,7,2.88,0.31,False,1.0,0.8888888888888888,0
bab74837,e3efa94b,p7000-filter-branch.sh-perf-report,167,196,8,0.06,0.05,False,1.0,1.0,0
bab74837,e3efa94b,p7300-clean.sh-perf-report,167,196,2,10.69,2.36,False,1.0,0.36585365853658536,0
e3efa94b,d2addc3b,p0000-perf-lib-sanity.sh-perf-report,959,521,6,0.05,0.04,False,1.0,1.0,0
e3efa94b,d2addc3b,p0001-rev-list.sh-perf-report,959,521,9,12.43,0.27,False,1.0,1.0,0
e3efa94b,d2addc3b,p3404-rebase-interactive.sh-perf-report,959,521,27,1.84,0.79,False,1.0,1.0,0
e3efa94b,d2addc3b,p4000-diff-algorithms.sh-perf-report,959,521,14,1.89,0.64,False,1.0,1.0,0
e3efa94b,d2addc3b,p4001-diff-no-index.sh-perf-report,959,521,1,0.05,0.03,False,1.0,1.0,0
e3efa94b,d2addc3b,p4211-line-log.sh-perf-report,959,521,10,7.62,0.92,False,1.0,1.0,0
e3efa94b,d2addc3b,p5302-pack-index.sh-perf-report,959,521,14,0.26,0.07,False,1.0,1.0,0
e3efa94b,d2addc3b,p5310-pack-bitmaps.sh-perf-report,959,521,28,4.98,0.81,False,1.0,1.0,0
e3efa94b,d2addc3b,p7000-filter-branch.sh-perf-report,959,521,47,4.74,2.25,False,1.0,1.0,0
e3efa94b,d2addc3b,p7300-clean.sh-perf-report,959,521,11,9.78,2.25,False,1.0,1.0,0
d2addc3b,5819c2ee,p0000-perf-lib-sanity.sh-perf-report,403,821,4,0.07,0.07,False,1.0,1.0,0
d2addc3b,5819c2ee,p0001-rev-list.sh-perf-report,403,821,11,12.66,3.23,False,1.0,1.0,0
d2addc3b,5819c2ee,p4000-diff-algorithms.sh-perf-report,403,821,9,0.21,0.21,False,1.0,1.0,0
d2addc3b,5819c2ee,p4211-line-log.sh-perf-report,403,821,5,0.6,0.09,False,1.0,1.0,0
d2addc3b,5819c2ee,p5302-pack-index.sh-perf-report,403,821,9,0.41,0.41,False,1.0,1.0,0
d2addc3b,5819c2ee,p5310-pack-bitmaps.sh-perf-report,403,821,18,4.5,1.19,False,1.0,1.0,0
d2addc3b,5819c2ee,p7810-grep.sh-perf-report,403,821,3,0.02,0.02,False,1.0,1.0,0
09667d01,f7935827,p0000-perf-lib-sanity.sh-perf-report,481,913,1,0.04,0.04,False,1.0,1.0,0
09667d01,f7935827,p0001-rev-list.sh-perf-report,481,913,14,12.47,3.21,False,1.0,1.0,0
09667d01,f7935827,p4000-diff-algorithms.sh-perf-report,481,913,9,0.24,0.24,False,1.0,1.0,0
09667d01,f7935827,p4001-diff-no-index.sh-perf-report,481,913,1,0.03,0.02,False,1.0,0.37142857142857144,0
09667d01,f7935827,p4211-line-log.sh-perf-report,481,913,7,0.68,0.68,False,1.0,1.0,1
09667d01,f7935827,p5302-pack-index.sh-perf-report,481,913,17,0.26,0.08,False,1.0,1.0,0
09667d01,f7935827,p5310-pack-bitmaps.sh-perf-report,481,913,26,4.34,1.1,False,1.0,1.0,0
f7935827,77356122,p0000-perf-lib-sanity.sh-perf-report,916,459,4,0.04,0.04,False,1.0,1.0,0
f7935827,77356122,p0001-rev-list.sh-perf-report,916,459,8,12.41,0.28,False,1.0,1.0,0
f7935827,77356122,p4000-diff-algorithms.sh-perf-report,916,459,12,0.23,0.12,False,1.0,1.0,0
f7935827,77356122,p4001-diff-no-index.sh-perf-report,916,459,2,0.06,0.02,False,1.0,1.0,0
f7935827,77356122,p4211-line-log.sh-perf-report,916,459,8,0.72,0.72,False,1.0,1.0,0
f7935827,77356122,p5302-pack-index.sh-perf-report,916,459,14,0.27,0.08,False,1.0,1.0,0
f7935827,77356122,p5310-pack-bitmaps.sh-perf-report,916,459,22,5.1,0.78,False,1.0,1.0,0
f7935827,77356122,p7000-filter-branch.sh-perf-report,916,459,40,4.34,1.97,False,1.0,1.0,0
f7935827,77356122,p7300-clean.sh-perf-report,916,459,9,10.73,0.49,False,1.0,1.0,0
412b9a16,6d523a3a,p7000-filter-branch.sh-perf-report,113,101,4,0.05,0.04,False,1.0,1.0,1
412b9a16,6d523a3a,p7300-clean.sh-perf-report,113,101,1,10.35,2.19,False,1.0,0.37037037037037035,0
d426430e,0111681e,p0000-perf-lib-sanity.sh-perf-report,959,521,6,0.05,0.03,False,1.0,1.0,0
d426430e,0111681e,p0001-rev-list.sh-perf-report,959,521,15,12.38,0.26,False,1.0,1.0,0
d426430e,0111681e,p3404-rebase-interactive.sh-perf-report,959,521,31,1.9,0.85,False,1.0,1.0,0
d426430e,0111681e,p4000-diff-algorithms.sh-perf-report,959,521,14,1.88,0.63,False,1.0,1.0,0
d426430e,0111681e,p4001-diff-no-index.sh-perf-report,959,521,1,0.05,0.01,False,1.0,0.37142857142857144,0
d426430e,0111681e,p4211-line-log.sh-perf-report,959,521,13,7.91,0.93,False,1.0,1.0,0
d426430e,0111681e,p5302-pack-index.sh-perf-report,959,521,17,0.26,0.07,False,1.0,1.0,0
d426430e,0111681e,p5310-pack-bitmaps.sh-perf-report,959,521,23,5.04,0.86,False,1.0,1.0,0
d426430e,0111681e,p7000-filter-branch.sh-perf-report,959,521,43,4.91,2.39,False,1.0,1.0,0
d426430e,0111681e,p7300-clean.sh-perf-report,959,521,12,9.86,2.65,False,1.0,1.0,0
9dc3515c,aefc81ad,p0000-perf-lib-sanity.sh-perf-report,523,960,4,0.12,0.12,False,1.0,1.0,0
9dc3515c,aefc81ad,p0001-rev-list.sh-perf-report,523,960,3,12.39,0.27,False,1.0,1.0,0
9dc3515c,aefc81ad,p4000-diff-algorithms.sh-perf-report,523,960,6,1.82,0.64,False,1.0,1.0,0
9dc3515c,aefc81ad,p4001-diff-no-index.sh-perf-report,523,960,3,0.05,0.04,False,1.0,1.0,0
9dc3515c,aefc81ad,p4211-line-log.sh-perf-report,523,960,4,6.01,0.66,False,1.0,1.0,1
9dc3515c,aefc81ad,p5302-pack-index.sh-perf-report,523,960,13,0.41,0.41,False,1.0,1.0,0
9dc3515c,aefc81ad,p5310-pack-bitmaps.sh-perf-report,523,960,24,4.47,0.68,False,1.0,1.0,0
9dc3515c,aefc81ad,p7810-grep.sh-perf-report,523,960,6,0.03,0.01,False,1.0,1.0,0
c1496934,82f6178a,p0000-perf-lib-sanity.sh-perf-report,467,356,1,0.07,0.07,False,1.0,1.0,0
c1496934,82f6178a,p0001-rev-list.sh-perf-report,467,356,5,12.38,0.26,False,1.0,1.0,0
c1496934,82f6178a,p3404-rebase-interactive.sh-perf-report,467,356,17,0.61,0.61,False,1.0,1.0,0
c1496934,82f6178a,p4000-diff-algorithms.sh-perf-report,467,356,7,1.97,0.65,False,1.0,1.0,0
c1496934,82f6178a,p4001-diff-no-index.sh-perf-report,467,356,2,0.07,0.04,False,1.0,1.0,0
c1496934,82f6178a,p4211-line-log.sh-perf-report,467,356,2,8.41,0.93,False,1.0,1.0,0
c1496934,82f6178a,p5302-pack-index.sh-perf-report,467,356,11,0.26,0.07,False,1.0,1.0,0
c1496934,82f6178a,p5310-pack-bitmaps.sh-perf-report,467,356,15,5.11,0.8,False,1.0,1.0,0
c1496934,82f6178a,p7000-filter-branch.sh-perf-report,467,356,22,1.61,1.61,False,1.0,1.0,0
c1496934,82f6178a,p7300-clean.sh-perf-report,467,356,5,9.87,2.32,False,1.0,1.0,0
82f6178a,60452a30,p0000-perf-lib-sanity.sh-perf-report,240,344,2,0.03,0.03,False,1.0,1.0,0
82f6178a,60452a30,p0001-rev-list.sh-perf-report,240,344,7,12.61,3.28,False,1.0,1.0,0
82f6178a,60452a30,p4000-diff-algorithms.sh-perf-report,240,344,3,0.03,0.03,False,1.0,1.0,0
82f6178a,60452a30,p4211-line-log.sh-perf-report,240,344,6,0.08,0.02,False,1.0,1.0,0
82f6178a,60452a30,p5302-pack-index.sh-perf-report,240,344,11,0.26,0.07,False,1.0,1.0,0
82f6178a,60452a30,p5310-pack-bitmaps.sh-perf-report,240,344,16,4.79,1.27,False,1.0,1.0,1
82f6178a,60452a30,p7300-clean.sh-perf-report,240,344,1,0.58,0.07,False,1.0,1.0,1
5c1ebcca,5f4e3bf5,p0000-perf-lib-sanity.sh-perf-report,867,429,2,0.06,0.04,False,1.0,1.0,0
5c1ebcca,5f4e3bf5,p0001-rev-list.sh-perf-report,867,429,14,12.44,3.06,False,1.0,1.0,0
5c1ebcca,5f4e3bf5,p4000-diff-algorithms.sh-perf-report,867,429,12,0.25,0.14,False,1.0,1.0,0
5c1ebcca,5f4e3bf5,p4001-diff-no-index.sh-perf-report,867,429,3,0.03,0.02,False,1.0,1.0,0
5c1ebcca,5f4e3bf5,p4211-line-log.sh-perf-report,867,429,10,0.54,0.09,False,1.0,1.0,0
5c1ebcca,5f4e3bf5,p5302-pack-index.sh-perf-report,867,429,17,0.26,0.07,False,1.0,1.0,0
5c1ebcca,5f4e3bf5,p5310-pack-bitmaps.sh-perf-report,867,429,25,4.82,1.2,False,1.0,1.0,0
5c1ebcca,5f4e3bf5,p7000-filter-branch.sh-perf-report,867,429,42,5.63,2.78,False,1.0,1.0,0
5c1ebcca,5f4e3bf5,p7300-clean.sh-perf-report,867,429,7,0.48,0.48,False,1.0,1.0,0
5f4e3bf5,c2691e2a,p0000-perf-lib-sanity.sh-perf-report,521,959,3,0.2,0.2,False,1.0,1.0,0
5f4e3bf5,c2691e2a,p0001-rev-list.sh-perf-report,521,959,5,12.44,0.3,False,1.0,1.0,0
5f4e3bf5,c2691e2a,p4000-diff-algorithms.sh-perf-report,521,959,6,1.7,0.64,False,1.0,1.0,0
5f4e3bf5,c2691e2a,p4001-diff-no-index.sh-perf-report,521,959,4,0.07,0.07,False,1.0,1.0,0
5f4e3bf5,c2691e2a,p4211-line-log.sh-perf-report,521,959,4,5.35,0.67,False,1.0,1.0,1
5f4e3bf5,c2691e2a,p5302-pack-index.sh-perf-report,521,959,16,0.4,0.4,False,1.0,1.0,0
5f4e3bf5,c2691e2a,p5310-pack-bitmaps.sh-perf-report,521,959,18,4.5,0.71,False,1.0,1.0,0
5f4e3bf5,c2691e2a,p7810-grep.sh-perf-report,521,959,4,0.02,0.02,False,1.0,1.0,0
c2691e2a,c22f6202,p0000-perf-lib-sanity.sh-perf-report,234,206,2,0.04,0.03,False,1.0,0.2597402597402597,0
c2691e2a,c22f6202,p0001-rev-list.sh-perf-report,234,206,4,7.34,3.38,False,1.0,0.6666666666666666,0
c2691e2a,c22f6202,p3404-rebase-interactive.sh-perf-report,234,206,2,0.46,0.27,False,1.0,1.0,0
c2691e2a,c22f6202,p4000-diff-algorithms.sh-perf-report,234,206,2,1.83,0.64,False,1.0,1.0,0
c2691e2a,c22f6202,p4211-line-log.sh-perf-report,234,206,1,7.64,0.89,False,1.0,0.3333333333333333,0
c2691e2a,c22f6202,p5302-pack-index.sh-perf-report,234,206,9,0.25,0.08,False,1.0,0.4375,0
c2691e2a,c22f6202,p5310-pack-bitmaps.sh-perf-report,234,206,11,2.98,1.36,False,1.0,1.0,0
c2691e2a,c22f6202,p7000-filter-branch.sh-perf-report,234,206,7,0.38,0.38,False,1.0,1.0,0
c2691e2a,c22f6202,p7300-clean.sh-perf-report,234,206,5,10.05,10.05,False,1.0,1.0,0
ef1cf016,0a20325a,p0001-rev-list.sh-perf-report,206,235,5,7.86,3.18,False,1.0,1.0,0
ef1cf016,0a20325a,p4211-line-log.sh-perf-report,206,235,1,5.43,0.68,False,1.0,0.3333333333333333,1
ef1cf016,0a20325a,p5302-pack-index.sh-perf-report,206,235,12,0.24,0.07,False,1.0,0.9130434782608695,0
ef1cf016,0a20325a,p5310-pack-bitmaps.sh-perf-report,206,235,14,3.01,1.21,False,1.0,1.0,0
ef1cf016,0a20325a,p7000-filter-branch.sh-perf-report,206,235,11,0.37,0.37,False,1.0,1.0,0
ef1cf016,0a20325a,p7300-clean.sh-perf-report,206,235,3,12.3,12.3,False,1.0,1.0,1
ef1cf016,0a20325a,p7810-grep.sh-perf-report,206,235,4,0.04,0.01,False,1.0,0.7,0
2cb040ba,46e22b70,p3404-rebase-interactive.sh-perf-report,92,110,5,0.49,0.01,False,1.0,1.0,0
2cb040ba,46e22b70,p4000-diff-algorithms.sh-perf-report,92,110,2,2,0.14,False,1.0,1.0,0
2cb040ba,46e22b70,p7000-filter-branch.sh-perf-report,92,110,6,0.06,0.03,False,1.0,1.0,0
2cb040ba,46e22b70,p7300-clean.sh-perf-report,92,110,2,9.41,2.2,False,1.0,0.25,0
